,image,num_nuclei,num_chromosomes,num_ecDNA,context_message
752,36.tif,4,1,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 1\n}']"
753,368.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
754,369.tif,0,15,11,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 0\n}']"
755,37.tif,2,18,5,"['{""ecDNA_count"": 5}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
756,370.tif,0,14,18,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
757,371.tif,0,4,6,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
758,372.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
759,373.tif,0,21,10,"['{\n""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
760,374.tif,0,23,17,"['{""ecDNA_count"":2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
761,375.tif,0,3,3,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 1\n}', '{""ecDNA"": 0}']"
762,378.tif,0,4,3,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
763,385.tif,0,4,8,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
764,388.tif,0,11,12,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
765,389.tif,0,32,46,"['{""ecDNA_count"":3}', '{\n  ""ecDNA_count"": 3\n}', '{""ecDNA_count"": 3}']"
766,390.tif,0,26,72,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
767,391.tif,0,8,34,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
768,392.tif,0,19,20,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 2\n}', '{""ecDNA"": 0}']"
769,393.tif,0,14,23,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n""ecDNA"": 3\n}']"
770,394.tif,0,26,78,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 0}']"
771,395.tif,0,18,43,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n""ecDNA_count"": 2\n}']"
772,398.tif,0,13,36,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}']"
773,399.tif,0,2,12,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 10\n}']"
774,4.tif,3,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
775,40.tif,2,0,0,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
776,409.tif,0,11,32,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 2\n}']"
777,41.tif,1,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
778,410.tif,0,16,34,"['{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
779,411.tif,0,3,24,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
780,413.tif,0,22,38,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 3\n}']"
781,414.tif,0,23,58,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
782,428.tif,0,3,6,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
783,429.tif,0,29,38,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"": 1}']"
784,430.tif,0,4,12,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n""ecDNA"": 3\n}']"
785,432.tif,2,3,2,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}']"
786,433.tif,0,24,50,"['{""ecDNA"": 5}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
787,434.tif,1,10,23,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 0\n}']"
788,435.tif,0,4,6,"['{""ecDNA_count"": 0}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
789,437.tif,0,6,4,"['{""ecDNA"": 3}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
790,438.tif,0,4,3,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
791,439.tif,0,2,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
792,44.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
793,440.tif,0,1,10,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
794,442.tif,0,3,11,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
795,443.tif,0,20,24,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
796,446.tif,0,12,27,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
797,447.tif,0,31,33,"['{""ecDNA"": 4}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
798,448.tif,0,11,61,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
799,449.tif,0,19,121,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
800,45.tif,1,4,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
801,450.tif,1,3,60,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
802,451.tif,0,11,21,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"": 1}']"
803,452.tif,0,11,61,"['{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
804,453.tif,0,25,154,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
805,454.tif,0,13,98,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
806,457.tif,0,8,26,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 2}']"
807,468.tif,0,8,16,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
808,469.tif,0,16,33,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
809,470.tif,0,2,5,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 1\n}']"
810,472.tif,0,13,37,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 1\n}']"
811,473.tif,0,34,52,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 3}']"
812,474.tif,0,9,17,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
813,476.tif,0,3,9,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n""ecDNA"": 0\n}']"
814,477.tif,0,11,17,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
815,478.tif,1,3,3,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
816,479.tif,5,0,15,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 1\n}', '{""ecDNA"": 0}']"
817,485.tif,0,4,20,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 10\n}']"
818,486.tif,0,9,17,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
819,487.tif,0,3,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
820,488.tif,0,2,6,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
821,489.tif,0,29,88,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 1\n}', '{""ecDNA_count"":2}']"
822,49.tif,0,39,2,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}']"
823,490.tif,0,21,58,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
824,491.tif,0,7,31,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 1\n}']"
825,492.tif,0,10,14,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 1}']"
826,493.tif,0,32,98,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 2\n}']"
827,494.tif,0,38,88,"['{\n""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
828,495.tif,11,0,5,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"": 2}']"
829,496.tif,0,6,7,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
830,497.tif,0,23,40,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
831,498.tif,1,1,17,"['{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
832,499.tif,1,0,11,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 1}']"
833,5.tif,2,9,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 10\n}']"
834,50.tif,0,34,4,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
835,500.tif,0,15,15,"['{""ecDNA"": 0}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
836,501.tif,0,20,33,"['{""ecDNA"": 0}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
837,502.tif,0,11,17,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
838,504.tif,0,12,17,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
839,505.tif,0,16,25,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
840,506.tif,0,8,18,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
841,508.tif,0,1,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 0\n}']"
842,509.tif,0,6,12,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
843,510.tif,0,4,18,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}']"
844,513.tif,0,22,46,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
845,514.tif,0,18,57,"['{""ecDNA_count"": 3}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
846,515.tif,0,3,22,"['{""ecDNA"": 4}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
847,517.tif,0,19,42,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 1\n}', '{\n""ecDNA"": 0\n}']"
848,518.tif,0,10,40,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
849,529.tif,0,19,21,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 2\n}']"
850,530.tif,0,28,22,"['{""ecDNA_count"": 3}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 2\n}']"
851,533.tif,0,12,20,"['{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 1\n}']"
852,534.tif,0,20,21,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}']"
853,536.tif,0,18,46,"['{\n""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
854,537.tif,0,16,44,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
855,538.tif,1,1,5,"['{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
856,54.tif,1,5,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
857,541.tif,1,0,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}']"
858,542.tif,3,0,0,"['{""ecDNA_count"":3}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 3\n}']"
859,544.tif,0,5,8,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 1\n}']"
860,545.tif,0,32,76,"['{\n  ""ecDNA_count"": 1\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 2\n}']"
861,546.tif,1,8,38,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
862,548.tif,2,5,31,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}']"
863,549.tif,0,38,102,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
864,55.tif,2,0,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
865,550.tif,1,15,56,"['{""ecDNA"": 3}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
866,551.tif,1,0,4,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
867,552.tif,6,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
868,553.tif,16,0,15,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
869,554.tif,1,10,38,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
870,555.tif,1,0,2,"['{""ecDNA_count"":3}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
871,56.tif,1,0,0,"['{""ecDNA_count"":3}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
872,565.tif,0,8,28,"['{""ecDNA"": 4}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 10\n}']"
873,566.tif,0,15,42,"['{""ecDNA_count"":2}', '{\n  ""count"": 0\n}', '{""ecDNA"": 3}']"
874,568.tif,0,2,10,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}']"
875,569.tif,0,31,95,"['{""ecDNA"": 3}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
876,570.tif,0,31,75,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
877,571.tif,0,6,40,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"": 2}']"
878,572.tif,0,6,15,"['{\n  ""ecDNA_count"": 10\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
879,573.tif,0,32,80,"['{\n""ecDNA"": 3\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA_count"": 3\n}']"
880,574.tif,0,22,88,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
881,577.tif,0,12,39,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
882,578.tif,0,5,78,"['{""ecDNA_count"": 0}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
883,58.tif,1,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA_count"": 0\n}']"
884,589.tif,0,9,103,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
885,59.tif,2,20,2,"['{""ecDNA_count"":2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
886,590.tif,0,20,145,"['{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 1}']"
887,591.tif,3,2,14,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
888,592.tif,1,5,35,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
889,593.tif,0,7,82,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
890,594.tif,0,29,155,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
891,595.tif,1,13,66,"['{\n  ""ecDNA_count"": 10\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
892,596.tif,0,21,62,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 2}']"
893,598.tif,0,4,61,"['{""ecDNA_count"": 2}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
894,599.tif,0,4,37,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
895,6.tif,2,0,0,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
896,605.tif,0,2,43,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA_count"": 0\n}']"
897,609.tif,0,25,89,"['{""ecDNA_count"": 3}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
898,610.tif,0,16,58,"['{""ecDNA"": 4}', '{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 3\n}']"
899,611.tif,0,0,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
900,613.tif,0,19,104,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
901,614.tif,3,1,10,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
902,615.tif,1,0,10,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
903,617.tif,0,5,36,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
904,618.tif,0,5,30,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
905,620.tif,1,0,0,"['{""ecDNA"": 5}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
906,621.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
907,622.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
908,623.tif,2,0,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
909,624.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
910,625.tif,1,0,0,"['{""ecDNA"": 4}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
911,626.tif,1,0,0,"['{""ecDNA_count"":3}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
912,627.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
913,629.tif,0,33,12,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
914,630.tif,0,24,4,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
915,633.tif,0,3,3,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
916,634.tif,0,11,8,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 0}']"
917,636.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}']"
918,637.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
919,638.tif,2,1,2,"['{""ecDNA"": 0}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 0\n}']"
920,640.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 1\n}']"
921,641.tif,4,0,7,"['{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 3\n}']"
922,642.tif,2,0,0,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
923,643.tif,1,1,9,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 2\n}']"
924,644.tif,3,0,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
925,645.tif,2,0,0,"['{""ecDNA_count"": 2}', '{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 0\n}']"
926,646.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}']"
927,647.tif,5,0,3,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
928,648.tif,2,0,0,"['{""ecDNA"": 0}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
929,649.tif,1,11,7,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 2}']"
930,650.tif,0,7,2,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}']"
931,652.tif,1,22,10,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
932,653.tif,0,27,23,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
933,654.tif,1,4,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
934,656.tif,1,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
935,657.tif,1,3,0,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 3\n}']"
936,658.tif,4,0,0,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
937,659.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
938,660.tif,3,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
939,661.tif,6,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
940,662.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 2}']"
941,663.tif,2,0,0,"['{""ecDNA_count"": 3}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
942,664.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
