,image,num_nuclei,num_chromosomes,num_ecDNA,agg_results
118,1230.tif,1,15,1,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
119,1233.tif,0,14,4,"['{\n    ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}']"
120,1234.tif,0,19,4,"['{""ecDNA"": 3}', '{""ecDNA"": 3}', '{""ecDNA_count"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 2,\n    ""total_cells"": 5,\n    ""nuclei"": 3,\n    ""chromosomes"": 0\n}']"
121,1235.tif,1,0,0,"['{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
122,1239.tif,1,1,0,"['{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": {\n    ""value"": 0,\n    ""unit"": """"\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 1\n}', '{""ecDNA"": 4}']"
123,1248.tif,0,3,0,"['{\n  ""ecDNA"": 50\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n    ""ecDNA"": 2\n}']"
124,1249.tif,0,22,8,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
125,1250.tif,1,8,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
126,1253.tif,0,22,8,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}']"
127,1254.tif,0,7,5,"['{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""unit"": ""number""\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 5\n}', '{""ecDNA"": 3}']"
128,1261.tif,1,0,0,"['{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}']"
129,1262.tif,1,0,0,"['{\n    ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{""ecDNA"":2}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
130,1266.tif,1,1,0,"['{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 4\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": {\n        ""count"": 0,\n        ""message"": """"\n    }\n}', '{\n  ""ecDNA"": 4\n}']"
131,1267.tif,1,0,0,"['{""ecDNA"": 1}', '{\n  ""ecDNA"": 0\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '{\n  ""ecDNA"": 0\n}']"
132,1269.tif,0,24,11,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 5}']"
133,1270.tif,1,28,13,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 1\n}', '{\n    ""ecDNA_count"": 0\n}', '{\n    ""ecDNA"": 0\n}']"
134,1271.tif,1,0,0,"['```json\n[""2""]\n```', '{\n    ""ecDNA"": {\n        ""count"": 1\n    }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
135,1273.tif,0,17,15,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 5\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 5\n}']"
136,1274.tif,0,27,6,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}']"
137,1289.tif,0,16,12,"['{\n""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 3\n}']"
138,129.tif,0,14,20,"['{\n""ecDNA"": 0\n}', '```json\n[""3""]\n```', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
139,1290.tif,0,13,21,"['{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""description"": ""The total number of ecDNA in the image.""\n  }\n}', '{\n  ""ecDNA"": 20\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}', '{\n    ""ecDNA"": 3\n}']"
140,1293.tif,0,22,13,"['```json\n{\n  ""ecDNA_count"": 2\n}\n```', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
141,1294.tif,0,15,15,"['{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA_count"": 5\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5000\n}']"
142,1297.tif,1,0,0,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
143,13.tif,1,32,0,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": {\n        ""count"": 0\n    }\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{""ecDNA"": 3}']"
144,130.tif,0,18,34,"['{\n""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
145,1300.tif,2,0,0,"['{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
146,1301.tif,1,1,0,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n""ecDNA"": 1\n}', '{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
147,1302.tif,1,0,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n    ""ecDNA"": 3\n}']"
148,1303.tif,1,0,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 50\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}']"
149,1304.tif,3,0,1,"['{""ecDNA"": 0}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 12345\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1000\n}']"
150,1305.tif,1,4,23,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"":2}', '{""ecDNA"": 4}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
151,1306.tif,1,0,6,"['```json\n[3]\n```', '{""ecDNA"": 0}', '{""ecDNA"": 2}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 0\n}']"
152,1308.tif,1,0,7,"['{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```', '{""ecDNA"": 3}', '{\n""ecDNA"": 3\n}', '```json\n[3]\n```']"
153,1309.tif,1,8,16,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
154,131.tif,0,5,17,"['{""ecDNA"": 3}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 3\n}']"
155,1310.tif,0,11,20,"['{""ecDNA"": 3}', '{""ecDNA"": 3}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
156,1313.tif,0,20,20,"['{""ecDNA"": 3}', '```json\n{\n""ecDNA"": 1\n}\n```', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 3\n}']"
157,1314.tif,0,16,19,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
158,1320.tif,1,0,2,"['{\n    ""ecDNA"": 1\n}', '{\n    ""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA_count"": 3\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}']"
159,1325.tif,0,3,4,"['{""ecDNA"": {""count"": 3}}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}']"
160,1326.tif,1,1,2,"['{\n    ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}', '{""ecDNA"": 1}']"
161,1327.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA_count"": 3\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 10\n}']"
162,1328.tif,2,0,2,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}']"
163,1329.tif,0,24,15,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}']"
164,133.tif,0,18,26,"['{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}']"
165,1330.tif,0,19,19,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 25\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}']"
166,1332.tif,4,0,2,"['{""ecDNA"": 4}', '{""ecDNA"": 2}', '```json\n[{""ecDNA"": 2}]\n```', '{""ecDNA"": 4}', '{\n  ""ecDNA"": 5\n}']"
167,1333.tif,6,19,15,"['{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 50\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n""ecDNA"": 4,\n""nuclei"": 2,\n""chromosomes"": 0\n}']"
168,1334.tif,0,5,7,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '```json\n[3]\n```']"
169,1336.tif,5,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
170,1337.tif,2,0,4,"['{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
171,134.tif,0,15,20,"['{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{""ecDNA"": 2}']"
172,1341.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{""ecDNA"": 3}']"
173,1342.tif,1,0,0,"['{""ecDNA"":1}', '{\n""ecDNA"": 200\n}', '{\n  ""ecDNA"": 50\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
174,1345.tif,2,0,3,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""value"": 2\n  }\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n    ""ecDNA"": 1\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```']"
175,1346.tif,1,0,0,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 20\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}']"
176,1349.tif,0,24,20,"['{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA_count"": 5}', '{\n  ""ecDNA"": 5\n}']"
177,135.tif,0,8,24,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 4\n}']"
178,1350.tif,0,17,33,"['{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '```json\n[{""value"": 3}]\n```']"
179,1352.tif,6,0,5,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""count"": 3\n  }\n}', '{""ecDNA"": 5}']"
180,1353.tif,0,22,22,"['{\n""ecDNA"": 4\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": {\n    ""count"": 1\n}\n}', '{\n  ""ecDNA"": 5\n}']"
181,1354.tif,0,18,23,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '{""ecDNA"": 1}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": {\n""num"": 0\n}\n}', '{\n""ecDNA"": 3\n}']"
182,1369.tif,2,23,11,"['```json\n[1]\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}']"
183,137.tif,0,1,3,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
184,1370.tif,0,3,1,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA_count"":1}']"
185,1373.tif,0,35,14,"['{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}']"
186,1374.tif,0,16,6,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": {\n        ""count"": 3\n    }\n}', '{\n""ecDNA"": 0\n}']"
187,1376.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 10\n  }\n}', '{\n  ""ecDNA_count"": 100\n}']"
188,1377.tif,1,0,0,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""count"": 3\n  }\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n    ""ecDNA"": 50\n}']"
189,138.tif,0,3,7,"['{\n""ecDNA"": 42598\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 3\n}']"
190,1380.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
191,1381.tif,1,0,0,"['```json\n{\n  ""ecDNA"": 0\n}\n```', '{""ecDNA"": 0}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
192,1389.tif,0,30,5,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
193,1390.tif,0,21,11,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 2\n}']"
194,1393.tif,0,15,6,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}']"
195,1394.tif,0,15,9,"['```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n  ""ecDNA_count"": 3\n}', '```json\n[\n    {\n        ""count"": 2\n    }\n]\n```', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
196,14.tif,0,8,0,"['{\n  ""ecDNA"": 100\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
197,1405.tif,0,7,12,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 3}']"
198,1406.tif,0,8,7,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 4\n  }\n}', '{\n    ""ecDNA"": 3\n}']"
199,1408.tif,0,1,12,"['{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```']"
200,1409.tif,0,18,11,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"":2}', '```json\n{\n  ""ecDNA"": 0\n}\n```']"
201,1410.tif,0,23,17,"['{""ecDNA_count"":2}', '{\n""ecDNA"": 250\n}', '```json\n[3]\n```', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}']"
202,1411.tif,0,7,4,"['{\n""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA_count"": 5\n}\n```', '{\n  ""ecDNA"": 0\n}', '```json\n[3]\n```', '{""ecDNA"": 3}']"
203,1413.tif,0,14,10,"['{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 2}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']"
204,1414.tif,0,13,19,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 10\n}', '{\n""ecDNA"": 2\n}']"
205,1415.tif,0,3,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 423\n}']"
206,1425.tif,0,8,2,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 500\n}', '{\n  ""ecDNA"": 3\n}', '```json\n[3]\n```', '{\n    ""ecDNA"": 3\n}']"
207,1426.tif,0,3,4,"['{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{""ecDNA"": 0}', '{""ecDNA"": 1}', '{""ecDNA_count"":3}']"
208,1428.tif,0,2,2,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']"
209,1429.tif,0,29,47,"['{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 4\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
210,1430.tif,0,23,36,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
211,1433.tif,0,10,13,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 42\n}']"
212,1434.tif,0,8,14,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n    ""ecDNA"": 3\n}']"
213,1444.tif,0,1,0,"['{\n  ""ecDNA"": 2\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
214,1445.tif,0,2,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 42\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '```json\n[3]\n```']"
215,1446.tif,0,1,1,"['```json\n[\n    {\n        ""ecDNA_count"": 3\n    }\n]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
216,1448.tif,0,6,0,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 1}', '{\n    ""ecDNA"": 3\n}', '{\n    ""ecDNA"": {\n        ""count"": 2\n    }\n}', '{\n    ""ecDNA"": 4\n}']"
217,1449.tif,0,16,4,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": {\n""count"": 3\n}\n}', '{""ecDNA_count"":5}']"
218,145.tif,0,10,30,"['{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
219,1450.tif,0,32,5,"['{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""number"": 1234567890\n  }\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
220,1451.tif,0,9,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 3\n}']"
221,1453.tif,0,13,1,"['{""ecDNA"": 0}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1000000\n}', '{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}']"
222,1454.tif,0,11,1,"['```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
223,146.tif,0,6,26,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 15\n  }\n}\n```', '{\n  ""ecDNA"": 2\n}']"
224,1460.tif,1,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
225,1465.tif,0,8,5,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 123\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{""ecDNA"": 0}']"
226,1468.tif,0,15,3,"['{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 4}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 1\n}']"
227,1469.tif,0,30,18,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 45\n}', '{\n    ""ecDNA"": {\n        ""count"": 0\n    }\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```']"
228,1470.tif,0,11,11,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n    ""ecDNA"": 1\n}', '{\n""ecDNA"": 3\n}']"
229,1473.tif,0,16,15,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '```json\n[2]\n```', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
230,1474.tif,0,6,15,"['{""ecDNA"": 3}', '{\n    ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
231,148.tif,0,6,30,"['{""ecDNA"": 5}', '{\n    ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
232,1480.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}']"
233,1484.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""value"": 0,\n    ""units"": ""none""\n  }\n}', '{\n  ""ecDNA"": 3\n}']"
234,1485.tif,0,2,8,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```']"
